600 19993
 2007     1
14542 12552
 9865  7863
 8203  6186
12569 10557
 3407  1402
 9875  7882
 7442  5438
 3633  1631
18843 16863
 2601   605
 2532   525
21316 19328
12081 10096
 4957  2939
16970 14956
19042 17041
 5206  3215
16586 14573
 6712  4699
 3827  1823
17288 15275
16852 14868
 3076  1059
14214 12208
 4919  2904
 2383   395
16445 14425
 6631  4613
 7002  4985
12350 10343
 7696  5690
 4091  2104
19016 17016
 9048  7064
 3649  1647
14438 12445
 3263  1257
16879 14887
 4559  2568
 4077  2082
17967 15949
 5561  3544
 5699  3714
 2247   240
 2839   842
 7872  5863
 9669  7651
17489 15497
13577 11573
12811 10828
 4758  2746
12317 10314
15951 13962
 5496  3513
 4022  2017
 9521  7528
12124 10127
10793  8792
 3197  1213
21039 19028
13941 11927
13933 11951
18639 16634
20008 18009
10266  8283
 6779  4765
 9942  7953
16246 14234
18841 16832
 8522  6524
10424  8419
15225 13238
15511 13525
15767 13759
12179 10172
 3960  1958
13647 11635
 3296  1299
 6423  4435
 5215  3195
 5102  3101
16381 14367
 9470  7462
 3263  1250
15687 13695
 9416  7429
20856 18848
16332 14337
 3844  1841
 5912  3905
18186 16181
 8197  6201
11232  9235
 9540  7526
 2256   258
13142 11140
20338 18352
19333 17350
15237 13231
 8727  6709
 2096    93
12842 10824
 2796   814
11026  9021
 3099  1080
 5389  3377
 5604  3611
 3279  1281
21226 19243
14340 12350
 8322  6331
13544 11527
10474  8488
14628 12613
 7599  5599
14560 12552
16768 14764
 3813  1817
20732 18720
12875 10876
 3851  1854
 8745  6725
 2526   546
18417 16403
14556 12558
21448 19437
14065 12051
14735 12728
14220 12216
21677 19666
 2060    74
 7859  5870
 8241  6240
 5420  3404
15066 13066
15250 13236
15975 13974
 8583  6575
 2697   702
15865 13859
 5423  3409
 7713  5705
16453 14460
18445 16428
 8432  6421
 2803   799
 7838  5828
 2363   348
16914 14927
 7720  5717
16160 14176
15363 13369
 6649  4629
20133 18117
 8859  6851
11250  9251
17542 15560
 7553  5572
15882 13900
21556 19542
 5364  3379
20559 18562
 5551  3554
 6049  4068
 6567  4587
 6180  4200
14169 12150
 5877  3870
19533 17518
14976 12985
16599 14598
16063 14057
 8697  6694
17910 15891
 4738  2742
13422 11434
12545 10565
13018 11021
11638  9654
13830 11837
15668 13672
 6972  4952
 8803  6785
 8437  6455
21014 19030
21643 19648
 9243  7257
 8714  6729
15751 13760
 6599  4618
 6846  4846
11559  9565
20726 18720
20224 18229
10697  8694
 7812  5816
19656 17659
16658 14651
18155 16147
12918 10936
18158 16161
11516  9518
11214  9234
10284  8278
14211 12201
10505  8509
12807 10792
 3261  1251
13112 11128
10477  8494
21599 19605
 3148  1164
 7532  5528
 9077  7075
 3136  1154
 7144  5143
16496 14498
 8699  6679
19890 17892
 3464  1476
21144 19127
17682 15680
 4169  2168
20140 18126
17077 15072
 2477   460
15077 13095
10454  8458
15112 13107
13395 11398
12869 10881
 3071  1061
18253 16239
 9067  7055
13772 11779
 7763  5768
 6739  4732
14967 12967
12045 10035
11025  9045
20459 18477
 7489  5507
 9684  7680
 8342  6344
 3396  1407
 9431  7414
20019 18020
13599 11608
21976 19993
 5280  3274
 2142   131
18719 16725
21807 19820
 6764  4774
15498 13516
20384 18377
 3862  1874
21797 19815
10550  8532
 7897  5881
11231  9233
16533 14536
13218 11231
15181 13187
 9034  7031
13298 11292
14434 12441
20036 18047
 9997  7996
12834 10832
 6248  4246
 4992  3008
 5991  3973
21604 19596
21870 19864
20245 18226
10106  8125
 3920  1936
 2539   519
18554 16571
12796 10779
17906 15897
12311 10295
11260  9243
 5177  3168
15469 13467
16611 14599
 9966  7982
17238 15224
18592 16581
18116 16126
 2643   646
 4033  2038
16480 14498
 6165  4174
 5025  3027
14582 12570
 3180  1172
 6964  4979
10378  8381
18315 16300
13082 11097
10269  8275
 5411  3429
 7474  5471
12590 10600
 8654  6652
 4655  2666
17648 15665
20645 18642
 6222  4202
 7591  5600
15358 13351
12387 10371
14207 12224
15372 13367
17509 15507
20287 18271
15322 13324
19924 17916
 3887  1871
15238 13223
 5437  3429
 9274  7281
 3848  1857
18029 16020
18805 16814
 6634  4628
 4852  2839
20727 18744
20113 18130
 3508  1504
 8750  6730
16472 14466
21991 19975
 5155  3172
 8051  6044
 3189  1176
 3198  1197
21286 19279
 8465  6459
 6296  4283
20146 18158
 6266  4262
 6242  4254
10931  8936
19189 17181
 2636   617
18043 16036
 8575  6580
13144 11129
17711 15731
19273 17274
18075 16077
10571  8585
 5129  3129
18290 16307
20027 18013
 6235  4254
21967 19976
12936 10927
 6823  4840
20328 18326
 7134  5128
19607 17622
 6461  4458
 6580  4565
15621 13629
 7497  5500
 3473  1467
12022 10027
16964 14978
 7251  5245
16080 14061
18429 16435
 2298   302
16741 14751
 6451  4458
16102 14095
14191 12176
 8442  6452
18930 16920
 3441  1423
11912  9909
 8398  6391
 5246  3254
20524 18537
15520 13534
10954  8972
16693 14686
 6507  4511
15466 13452
15928 13922
11055  9059
11468  9470
14096 12086
21867 19858
19065 17074
21165 19163
 5195  3183
 6557  4542
10707  8690
12740 10741
 6654  4642
20994 18997
19785 17765
14930 12920
11737  9719
 7593  5579
 8099  6119
21127 19126
18404 16397
12096 10083
 6889  4907
 7027  5037
 2595   576
15468 13479
20130 18115
 3876  1861
 3697  1698
14055 12075
 9802  7798
 5110  3121
 9415  7427
 7384  5391
21166 19177
16816 14827
 9368  7370
11642  9660
18765 16761
 6086  4089
 5378  3387
14948 12963
10828  8829
20398 18380
18783 16785
 9276  7267
 4104  2118
13185 11198
 9347  7330
20413 18402
13249 11231
16687 14673
14252 12256
18579 16560
17506 15503
 4126  2132
17316 15316
12777 10761
 4836  2835
13366 11359
13158 11139
15408 13393
 7412  5415
19275 17267
11383  9386
19279 17271
 7932  5916
 2060    60
21379 19363
20575 18580
13762 11744
10453  8433
16819 14816
11719  9739
13656 11643
 7849  5840
 7266  5260
16569 14568
14871 12878
 4397  2404
10377  8367
13294 11299
 3025  1043
 8690  6688
14761 12776
12095 10076
17286 15297
 4294  2275
18662 16658
10062  8062
15855 13863
 2857   852
 8718  6721
18622 16605
 5051  3054
18954 16965
10511  8516
 6411  4410
 8568  6586
16198 14194
16037 14018
 9369  7387
 6730  4711
13954 11968
 7293  5279
17346 15349
16651 14669
17673 15680
18705 16694
 6264  4260
 8551  6557
 6343  4331
21496 19485
 3775  1775
 8848  6851
18961 16965
16906 14918
18839 16838
 3056  1060
 8046  6044
13028 11034
21083 19077
20875 18879
 9699  7719
17849 15838
21459 19472
17884 15886
21204 19209
15149 13135
21064 19063
 4005  1987
 5003  2989
 6735  4743
 7013  5009
14448 12461
 2022     9
 6139  4152
17106 15106
18642 16626
16388 14397
 7034  5037
17617 15607
 4395  2388
13458 11443
19184 17197
14294 12293
 7620  5615
15271 13278
19261 17274
 6857  4847
19273 17270
11332  9340
15019 13003
19392 17375
12679 10682
20343 18326
13305 11288
18854 16874
15574 13573
11580  9565
 7378  5388
 2166   175
17566 15577
20500 18508
19341 17329
16950 14965
18053 16051
 9884  7882
14954 12938
16338 14322
16415 14411
20210 18214
 6706  4722
 5693  3712
11156  9139
12519 10523
20423 18431
 2159   167
10871  8886
 3246  1227
 8830  6819
 2156   151
 7381  5400
 2322   326
 3508  1510
15505 13516
 8230  6233
12762 10754
21570 19567
11439  9419
14169 12179
 9954  7969
 2059    58
 8735  6721
15509 13529
19059 17040
 3216  1217
12180 10184
 9276  7289
13511 11492
14520 12534
 8717  6724
21165 19160
12102 10108
15678 13668
 6689  4671
14267 12250
19883 17892
