700 15330
 1101     1
 5219  4119
10652  9552
 5839  4739
 8963  7863
 7705  6605
 9286  8186
 7770  6670
 1657   557
 7119  6019
10502  9402
10014  8914
 4982  3882
 8590  7490
 6538  5438
 2533  1433
 1731   631
11180 10080
 5963  4863
10798  9698
 6705  5605
10711  9611
 4625  3525
 9910  8810
 9428  8328
 3555  2455
 5196  4096
 5888  4788
12039 10939
10615  9515
 8056  6956
 3749  2649
 3141  2041
 4186  3086
 1315   215
 6863  5763
 5673  4573
 8163  7063
 9799  8699
 4519  3419
 8923  7823
 5694  4594
 6375  5275
 6982  5882
 8968  7868
 7258  6158
 9159  8059
 2745  1645
 7308  6208
 3095  1995
 7004  5904
11061  9961
 5495  4395
 6597  5497
 6525  5425
11754 10654
10713  9613
 3543  2443
10085  8985
 8693  7593
10443  9343
 3551  2451
 3790  2690
 4501  3401
 7204  6104
 9323  8223
 6116  5016
 5734  4634
 5164  4064
 6053  4953
 5747  4647
10668  9568
 9545  8445
 7728  6628
 5357  4257
 2079   979
 4987  3887
 8358  7258
10668  9568
 7653  6553
 8182  7082
 4174  3074
 5049  3949
 3206  2106
 4644  3544
 2355  1255
 2814  1714
 2249  1149
10340  9240
11112 10012
 2942  1842
 3371  2271
 6963  5863
 1872   772
 8751  7651
 8687  7587
 7597  6497
10322  9222
 5673  4573
 9137  8037
11928 10828
 4937  3837
 9846  8746
 8325  7225
11414 10314
 8417  7317
10062  8962
 4645  3545
 7613  6513
 9181  8081
 1117    17
 6567  5467
 9628  8528
10022  8922
 7227  6127
10084  8984
 8892  7792
 2798  1698
 4313  3213
 8045  6945
 1128    28
11835 10735
 4027  2927
10649  9549
 9051  7951
11158 10058
 4734  3634
11161 10061
 3109  2009
 7587  6487
 6383  5283
 3484  2384
 3865  2765
 9556  8456
11053  9953
 6702  5602
 6334  5234
 6470  5370
 1932   832
 7947  6847
 3624  2524
 7612  6512
11519 10419
 2194  1094
11338 10238
11762 10662
11625 10525
 1772   672
 7859  6759
 2394  1294
 3272  2172
11908 10808
 5058  3958
10874  9774
 5735  4635
 8928  7828
 2399  1299
 7831  6731
 8535  7435
11822 10722
 4295  3195
 8987  7887
 9201  8101
 4658  3558
 5467  4367
 6305  5205
 2562  1462
 3707  2607
 2350  1250
 5961  4861
 8795  7695
10590  9490
 8529  7429
 9535  8435
 4948  3848
 7313  6213
 7437  6337
 8982  7882
 3941  2841
 5242  4142
 3005  1905
 9618  8518
10281  9181
 9456  8356
 3301  2201
 1803   703
 6335  5235
10831  9731
 5626  4526
 4694  3594
 6358  5258
 6969  5869
 2240  1140
10125  9025
 9452  8352
11760 10660
 7450  6350
 6350  5250
 6331  5231
 2120  1020
10809  9709
 4641  3541
 5193  4093
 5081  3981
11924 10824
 2674  1574
 2914  1814
 9122  8022
 8121  7021
10351  9251
 1180    80
 8617  7517
 5477  4377
 8724  7624
 9711  8611
 5919  4819
 8381  7281
 6938  5838
11343 10243
 7936  6836
 2450  1350
 1558   458
 8431  7331
 6416  5316
10627  9527
 6525  5425
 6588  5488
 4361  3261
 3713  2613
 3493  2393
 5699  4599
 3169  2069
11652 10552
 9343  8243
10864  9764
11224 10124
 7917  6817
 6657  5557
 9820  8720
10432  9332
10976  9876
11712 10612
11954 10854
11597 10497
 3825  2725
10594  9494
11646 10546
10308  9208
10503  9403
11289 10189
 5658  4558
 2455  1355
 3537  2437
 9180  8080
 5151  4051
 3694  2594
 4828  3728
 5015  3915
10316  9216
 5314  4214
 1766   666
 4179  3079
 6174  5074
 8186  7086
 7970  6870
 2129  1029
11340 10240
 9369  8269
 1504   404
11879 10779
10166  9066
 5127  4027
11336 10236
10077  8977
 2074   974
 1787   687
 2675  1575
 5329  4229
 7802  6702
 7674  6574
11959 10859
 2630  1530
10509  9409
 2865  1765
10805  9705
 2867  1767
 6560  5460
11063  9963
 1528   428
 4200  3100
 6521  5421
 8678  7578
 7899  6799
 5884  4784
 6928  5828
 1464   364
 4448  3348
 9146  8046
 9027  7927
 2237  1137
 9817  8717
 2665  1565
 2276  1176
 8682  7582
 5469  4369
 8210  7110
 4729  3629
 6022  4922
 5217  4117
 8949  7849
 6951  5851
 8447  7347
10351  9251
12060 10960
10660  9560
 7314  6214
 1672   572
 7281  6181
 9000  7900
 6295  5195
 6642  5542
 6811  5711
 7479  6379
 2778  1678
 9662  8562
 4003  2903
 4654  3554
 6725  5625
 8168  7068
 8718  7618
 8687  7587
 3539  2439
 7300  6200
 7643  6543
 2250  1150
10767  9667
11970 10870
 6588  5488
 1618   518
10555  9455
 7085  5985
 3105  2005
 3698  2598
 3318  2218
 7157  6057
 2855  1755
11794 10694
 3877  2777
 2991  1891
 7120  6020
 3842  2742
 7473  6373
 7534  6434
 3693  2593
 3665  2565
11089  9989
 6121  5021
 4886  3786
 5754  4654
 8782  7682
 8937  7837
 2449  1349
 4772  3672
 4692  3592
 6052  4952
 6841  5741
11885 10785
 4665  3565
 6555  5455
11014  9914
 1130    30
 6790  5690
 9748  8648
 3914  2814
 2357  1257
 9306  8206
 3829  2729
 7836  6736
10860  9760
 8214  7114
 5718  4618
 1189    89
 1946   846
11771 10671
11665 10565
 6480  5380
 9820  8720
 9448  8348
 1329   229
 6711  5611
 4794  3694
 5391  4291
 2916  1816
 6040  4940
 9759  8659
 7127  6027
 2751  1651
10246  9146
10247  9147
11012  9912
 6036  4936
 7196  6096
 8261  7161
 6474  5374
 3618  2518
 5652  4552
 1334   234
 5057  3957
 8378  7278
 1894   794
 9301  8201
10186  9086
 3609  2509
 4836  3736
 4892  3792
 3320  2220
 5351  4251
10738  9638
 3228  2128
 5074  3974
 9594  8494
 4379  3279
 3705  2605
 1653   553
11264 10164
 2566  1466
10628  9528
 9654  8554
 8175  7075
 8368  7268
 8254  7154
 4884  3784
 7243  6143
10563  9463
11598 10498
 4764  3664
 1779   679
 4515  3415
 2992  1892
 5902  4802
10576  9476
11249 10149
 9227  8127
 8133  7033
 4780  3680
 3041  1941
 2268  1168
 4828  3728
 2226  1126
11462 10362
 5172  4072
 6764  5664
 9560  8460
 3270  2170
 4195  3095
 2642  1542
 9558  8458
 6896  5796
 4207  3107
 6181  5081
 2498  1398
10385  9285
 7981  6881
 4389  3289
11161 10061
 4669  3569
 9339  8239
 2463  1363
 6155  5055
 1843   743
 5879  4779
 3245  2145
 7868  6768
 9594  8494
 9832  8732
 1562   462
 6067  4967
 5823  4723
 1135    35
 9411  8311
 7145  6045
 9809  8709
 1577   477
 7225  6125
 3607  2507
 9995  8895
11780 10680
 4619  3519
 5444  4344
10000  8900
 6507  5407
11153 10053
 2514  1414
 5430  4330
 3120  2020
 2491  1391
 5708  4608
 9704  8604
 8093  6993
 7328  6228
 5374  4274
 5487  4387
 2231  1131
 7930  6830
 3825  2725
 8507  7407
10920  9820
 4326  3226
 5874  4774
 1412   312
 2616  1516
 8513  7413
11477 10377
 3341  2241
 1974   874
 4694  3594
 3915  2815
10488  9388
10632  9532
 6773  5673
11981 10881
 7564  6464
 7333  6233
 2709  1609
 8636  7536
10186  9086
 1331   231
 1626   526
10287  9187
 9832  8732
 8131  7031
 2914  1814
 9392  8292
 2852  1752
 9541  8441
 6809  5709
 8147  7047
 8123  7023
 2096   996
 9892  8792
 2932  1832
10386  9286
 4346  3246
 5858  4758
 6108  5008
 6056  4956
 5073  3973
 9783  8683
11696 10596
 4519  3419
 3964  2864
 9002  7902
 2326  1226
 7359  6259
11225 10125
 9830  8730
 6036  4936
 5875  4775
 1619   519
 6526  5426
 6671  5571
11783 10683
 2879  1779
 3713  2613
 3997  2897
 6326  5226
 8395  7295
 3238  2138
 3343  2243
 6115  5015
10268  9168
 6889  5789
 7567  6467
 6845  5745
10699  9599
 3306  2206
 6082  4982
11006  9906
10324  9224
11415 10315
 4681  3581
 7268  6168
 1226   126
 6144  5044
 1746   646
 2670  1570
 3138  2038
 5416  4316
 8598  7498
 3363  2263
 8274  7174
10835  9735
 6127  5027
 4091  2991
 3670  2570
 5619  4519
 4272  3172
 7777  6677
 3079  1979
 6981  5881
 9481  8381
 2848  1748
 8400  7300
 9768  8668
 2197  1097
 3187  2087
 9375  8275
 1685   585
 6529  5429
 2897  1797
 1571   471
 5698  4598
 4700  3600
 1589   489
 9752  8652
11601 10501
 1766   666
 5556  4456
 3765  2665
 4246  3146
 6742  5642
 9487  8387
 2302  1202
10469  9369
 5700  4600
 4736  3636
 7451  6351
 9754  8654
 5471  4371
 4849  3749
 2324  1224
 5906  4806
 4467  3367
 7151  6051
10607  9507
10126  9026
 5371  4271
10150  9050
 9424  8324
 7152  6052
12016 10916
 4927  3827
 5971  4871
 4333  3233
 7323  6223
 6972  5872
 7529  6429
 4291  3191
 4381  3281
11237 10137
 2957  1857
 8460  7360
 2120  1020
11770 10670
 6914  5814
 9633  8533
 1728   628
11192 10092
10939  9839
 4778  3678
 1844   744
 3841  2741
 1230   130
 3873  2773
 4604  3504
10316  9216
 4830  3730
11750 10650
 5566  4466
 5211  4111
 3075  1975
 8533  7433
 1272   172
 5379  4279
 3144  2044
 1340   240
 8276  7176
 3391  2291
 1297   197
 8136  7036
 9379  8279
 2109  1009
 6559  5459
 5536  4436
 8383  7283
 1442   342
 9258  8158
 9585  8485
 3362  2262
 4017  2917
11354 10254
 2792  1692
 8036  6936
 2118  1018
 5281  4181
 8414  7314
 4717  3617
 5521  4421
 6136  5036
 3613  2513
