200 464403
 2007     1
14542 12552
 9865  7863
 8203  6186
12569 10557
 3407  1402
 9875  7882
 7442  5438
 3633  1631
18843 16863
 2601   605
 2532   525
21316 19328
12081 10096
 4957  2939
16970 14956
19042 17041
 5206  3215
16586 14573
 6712  4699
 3827  1823
17288 15275
16852 14868
 3076  1059
14214 12208
 4919  2904
 2383   395
16445 14425
 6631  4613
 7002  4985
12350 10343
 7696  5690
 4091  2104
19016 17016
 9048  7064
 3649  1647
14438 12445
 3263  1257
16879 14887
 4559  2568
 4077  2082
17967 15949
 5561  3544
 5699  3714
 2247   240
 2839   842
 7872  5863
 9669  7651
17489 15497
13577 11573
12811 10828
 4758  2746
12317 10314
15951 13962
 5496  3513
 4022  2017
 9521  7528
12124 10127
10793  8792
 3197  1213
21039 19028
13941 11927
13933 11951
18639 16634
20008 18009
10266  8283
 6779  4765
 9942  7953
16246 14234
18841 16832
 8522  6524
10424  8419
15225 13238
15511 13525
15767 13759
12179 10172
 3960  1958
13647 11635
 3296  1299
 6423  4435
 5215  3195
 5102  3101
16381 14367
 9470  7462
 3263  1250
15687 13695
 9416  7429
20856 18848
16332 14337
 3844  1841
 5912  3905
18186 16181
 8197  6201
11232  9235
 9540  7526
 2256   258
13142 11140
20338 18352
19333 17350
15237 13231
 8727  6709
 2096    93
12842 10824
 2796   814
11026  9021
 3099  1080
 5389  3377
 5604  3611
 3279  1281
21226 19243
14340 12350
 8322  6331
13544 11527
10474  8488
14628 12613
 7599  5599
14560 12552
16768 14764
 3813  1817
20732 18720
12875 10876
 3851  1854
 8745  6725
 2526   546
18417 16403
14556 12558
21448 19437
14065 12051
14735 12728
14220 12216
21677 19666
 2060    74
 7859  5870
 8241  6240
 5420  3404
15066 13066
15250 13236
15975 13974
 8583  6575
 2697   702
15865 13859
 5423  3409
 7713  5705
16453 14460
18445 16428
 8432  6421
 2803   799
 7838  5828
 2363   348
16914 14927
 7720  5717
16160 14176
15363 13369
 6649  4629
20133 18117
 8859  6851
11250  9251
17542 15560
 7553  5572
15882 13900
21556 19542
 5364  3379
20559 18562
 5551  3554
 6049  4068
 6567  4587
 6180  4200
14169 12150
 5877  3870
19533 17518
14976 12985
16599 14598
16063 14057
 8697  6694
17910 15891
 4738  2742
13422 11434
12545 10565
13018 11021
11638  9654
13830 11837
15668 13672
 6972  4952
 8803  6785
 8437  6455
21014 19030
21643 19648
 9243  7257
 8714  6729
15751 13760
 6599  4618
 6846  4846
11559  9565
20726 18720
20224 18229
10697  8694
 7812  5816
19656 17659
16658 14651
18155 16147
